8632,3548256279,294280,2017-09-21,2017-10-11
8633,373705689,6302423,2017-03-31,2017-06-23
8634,1852307218,23002904,2019-06-14,2019-07-13
8635,440408156,34517660,2017-08-03,2017-09-01
8636,3404203291,13063360,2021-11-18,2021-11-30
8637,030711886X,20649522,2022-10-19,2022-12-18
8638,575072407,17739111,2023-12-20,2024-01-02
8639,310711118,25285275,2015-08-13,2015-08-19
8640,451209206,1132907,2016-08-19,2016-10-28
8641,886778697,4621213,2019-04-19,2019-07-05
8642,935112766,27460411,2016-04-19,2016-06-16
8643,553258877,4782799,2017-04-06,2017-05-15
8644,3468499019,30538753,2021-06-23,2021-06-28
8645,734402503,31414400,2015-04-24,2015-05-25
8646,61054577,29754544,2021-11-11,2021-12-28
8647,373093551,13434493,2021-04-02,2021-04-29
8648,312974574,3847733,2018-10-18,2018-10-25
8649,3453162994,6452027,2015-12-09,2016-01-11
8650,351838645X,4350495,2021-04-12,2021-06-08
8651,8484503151,20979453,2018-04-16,2018-06-27
8652,039913705X,22263267,2018-11-13,2018-12-24
8653,671625594,34099071,2016-10-25,2016-11-29
8654,1562828568,8144798,2023-11-11,2023-12-16
8655,1578565774,234870,2017-05-04,2017-05-23
8656,3892288984,21298471,2023-02-04,2023-02-12
8657,911654690,7342107,2021-07-02,2021-09-14
8658,743219643,15643425,2018-01-02,2018-01-19
8659,446607452,19346860,2021-12-07,2022-02-13
8660,941711420,35772228,2019-11-15,2020-01-06
8661,679024417,2500560,2018-12-22,2018-12-29
8662,396086403,15625579,2018-02-23,2018-04-01
8663,671709828,29299470,2016-02-06,2016-04-12
8664,800783980,33853889,2023-06-25,2023-07-26
8665,3499134004,679633,2022-06-13,2022-07-04
8666,716730499,20137347,2018-10-09,2018-11-16
8667,505524104,7756711,2016-02-27,2016-05-10
8668,031219028X,9755479,2021-09-21,2021-10-17
8669,039480029X,31168577,2016-01-02,2016-02-29
8670,312928963,7279583,2021-09-23,2021-10-09
8671,898798299,12749145,2015-09-11,2015-11-15
8672,312287755,30387173,2021-10-09,2021-12-28
8673,340707666,22460669,2020-10-30,2020-11-26
8674,192829475,22078678,2021-11-25,2022-02-09
8675,312993803,21857734,2023-09-09,2023-11-15
8676,671008943,23545346,2023-05-06,2023-06-05
8677,9045008416,27021428,2023-07-16,2023-08-21
8678,671433024,11885997,2021-03-06,2021-05-10
8679,451198417,23917121,2018-08-01,2018-09-14
8680,1556156332,19910952,2016-05-05,2016-05-14
8681,881846775,21190325,2023-04-24,2023-06-16
8682,590327879,30086862,2022-07-05,2022-09-18
8683,590435760,25967331,2023-12-11,2024-02-06
8684,1561797324,13708345,2017-12-07,2018-02-22
8685,760748691,13453023,2016-11-29,2017-02-15
8686,671653830,17461281,2022-12-13,2023-01-16
8687,1558173730,27734811,2022-07-05,2022-07-09
8688,3905252015,4481694,2018-09-03,2018-09-17
8689,3404921216,35581246,2022-05-29,2022-07-24
8690,821765256,20070087,2018-02-14,2018-05-10
8691,1857989805,30229988,2015-09-07,2015-09-14
8692,044022599X,34305492,2016-04-14,2016-07-02
8693,449214516,28606263,2015-08-10,2015-09-10
8694,439139597,29356679,2018-11-27,2019-01-05
8695,590438107,17684359,2020-07-18,2020-07-21
8696,749717785,7729804,2023-12-22,2024-02-06
8697,1593080379,29880522,2020-05-23,2020-07-15
8698,879237848,9296077,2020-03-23,2020-06-17
8699,140442057,33682168,2021-09-02,2021-09-12
8700,055214262X,16651519,2021-05-04,2021-06-28
8701,70304300,35029871,2016-04-19,2016-06-07
8702,226142647,1072212,2016-01-03,2016-03-21
8703,3442761611,21078963,2019-10-09,2019-12-10
8704,6542735,23017828,2017-06-28,2017-07-27
8705,152517200,13431257,2015-05-31,2015-07-13
8706,60675381,21399110,2021-12-29,2022-03-01
8707,843223057X,29081059,2016-08-02,2016-09-29
8708,373032005,4385360,2017-10-21,2018-01-09
8709,821742981,13445027,2018-05-22,2018-07-01
8710,055358376X,10010012,2016-04-18,2016-07-09
8711,878770666,165080,2021-08-31,2021-10-24
8712,941300056,34415309,2023-12-22,2024-03-18
8713,786631023,22636785,2022-05-19,2022-05-27
8714,843774037,26085282,2019-12-01,2020-01-28
8715,380751739,8152985,2015-07-13,2015-08-13
8716,1572480475,31319056,2019-11-13,2020-01-05
8717,817454624,26788437,2021-04-11,2021-05-03
8718,140285105,24834739,2018-10-22,2018-11-25
8719,151002967,36208160,2021-02-01,2021-03-24
8720,449218430,13279036,2020-03-20,2020-04-11
8721,3548251730,29916697,2018-10-13,2018-11-11
8722,939643448,22485685,2022-08-16,2022-10-10
8723,688068421,6921004,2019-10-16,2019-12-07
8724,1558743367,31123490,2023-05-12,2023-07-02
8725,963498266,16144586,2020-10-09,2020-10-26
8726,297794787,18870016,2016-10-13,2016-11-03
8727,055348592X,23918916,2023-03-08,2023-03-09
8728,764553593,22483110,2022-03-03,2022-05-20
8729,472060236,24077483,2019-03-12,2019-04-22
8730,837167558,21230688,2020-05-24,2020-07-19
8731,552149675,2159898,2017-11-13,2018-01-19
8732,684852047,944049,2016-05-13,2016-06-12
8733,345433106,35371114,2021-12-28,2022-03-17
8734,449203999,21813179,2019-04-13,2019-05-21
8735,1558504982,19743260,2022-05-29,2022-07-04
8736,1561840807,15357503,2023-04-16,2023-07-06
8737,306811820,18516103,2016-07-07,2016-09-11
8738,672305933,31435734,2020-09-26,2020-12-22
8739,821774735,29192462,2019-12-15,2019-12-25
8740,373169337,17635051,2019-09-27,2019-11-16
8741,849995469,15468765,2015-01-07,2015-04-06
8742,842335617,34934854,2023-02-15,2023-04-01
8743,380973200,19845637,2022-12-16,2023-01-30
8744,671038184,392948,2023-08-20,2023-11-07
8745,345327616,2863223,2017-06-15,2017-06-24
8746,805208739,15088367,2023-01-19,2023-02-20
8747,60586605,30812751,2015-10-15,2015-11-07
8748,446672661,285442,2018-04-22,2018-05-28
8749,684834812,18194415,2018-07-03,2018-09-24
8750,449147185,14026862,2016-02-02,2016-03-05
8751,380702541,810681,2016-06-08,2016-06-27
8752,60170379,9408123,2017-12-10,2017-12-24
8753,1561483397,15229456,2022-08-09,2022-09-26
8754,743435451,16145655,2021-08-08,2021-08-23
8755,330281747,9062257,2017-05-18,2017-05-26
8756,452263921,9253505,2018-02-20,2018-04-21
8757,472063243,18196880,2015-11-12,2015-11-15
8758,60130385,20309089,2019-09-02,2019-10-13
8759,373169191,14858190,2019-02-07,2019-05-01
8760,345450922,35409062,2020-11-01,2020-12-15
8761,816712085,3236301,2021-10-17,2021-11-24
8762,439376122,32444517,2015-10-08,2015-10-27
8763,603550630,34207536,2021-12-12,2022-01-18
8764,60096683,2030736,2023-12-02,2024-01-06
8765,345390792,11753010,2020-11-09,2021-02-03
8766,312866089,25071168,2015-05-06,2015-07-01
8767,1851524770,13182093,2021-03-22,2021-05-24
8768,974168505,35521916,2015-01-06,2015-03-07
8769,9035107144,12174966,2022-11-04,2022-11-09
8770,373243332,8455561,2020-11-21,2021-01-04
8771,471983152,19734492,2021-06-08,2021-08-11
8772,373289766,25860068,2017-01-04,2017-02-13
8773,140433716,30065004,2018-10-01,2018-10-17
8774,312969082,7410868,2018-02-10,2018-02-14
8775,345442393,2055467,2015-02-09,2015-05-04
8776,8426156711,18005835,2020-03-09,2020-06-07
8777,1567185177,2046225,2019-07-06,2019-09-02
8778,345463994,5207973,2019-10-28,2020-01-10
8779,739408909,35972171,2018-01-31,2018-04-26
8780,670876283,4033998,2023-08-14,2023-10-11
8781,671029371,6725463,2016-05-02,2016-07-31
8782,920151175,3884893,2023-01-12,2023-02-01
8783,373870574,9201989,2021-11-14,2021-12-17
8784,844064048X,13731019,2022-07-10,2022-09-24
8785,373291825,22715051,2021-11-19,2021-11-24
8786,1557482977,25234732,2019-03-17,2019-06-05
8787,373107153,20486011,2018-07-08,2018-07-13
8788,140420150,5382755,2015-05-19,2015-07-23
8789,812861914,16336686,2015-11-22,2015-11-25
8790,1401096530,28838673,2021-07-18,2021-09-24
8791,345462327,587641,2019-05-27,2019-06-15
8792,805023291,23251395,2016-01-29,2016-02-10
8793,087123579X,23611312,2021-03-06,2021-04-21
8794,312968930,35179345,2021-12-03,2022-02-18
8795,590412124,33837065,2016-03-24,2016-05-21
8796,312136951,4215595,2022-01-29,2022-04-04
8797,1853262331,30285056,2015-08-21,2015-10-31
8798,867194731,25942651,2015-05-02,2015-07-28
8799,345347218,30586563,2015-10-11,2015-10-14
8800,373120214,8286580,2022-03-26,2022-04-12
8801,3257231180,19502013,2022-07-31,2022-09-24
8802,385425767,29805233,2021-02-06,2021-03-17
8803,9061693616,31379967,2021-08-21,2021-09-29
8804,385266677,16103920,2022-08-29,2022-11-07
8805,1853043427,27920036,2016-08-27,2016-10-20
8806,333900707,3121851,2017-09-20,2017-10-02
8807,471058947,35195090,2022-06-28,2022-08-05
8808,1850155011,21684804,2021-06-22,2021-08-16
8809,2706105526,15984809,2020-12-08,2021-02-21
8810,1565123093,16440383,2018-02-19,2018-03-13
8811,515125288,34370821,2015-05-03,2015-07-09
8812,575068973,3953942,2021-03-25,2021-04-13
8813,812519418,33663599,2019-10-16,2019-11-20
8814,515096873,20753634,2017-05-19,2017-06-21
8815,340364610,15927523,2021-03-23,2021-05-11
8816,373440456,16011441,2018-11-01,2019-01-26
8817,8435020010,13643063,2018-06-21,2018-08-13
8818,373254954,17186648,2023-04-17,2023-07-16
8819,801522315,30392517,2019-07-25,2019-08-31
8820,553840177,26808582,2017-03-24,2017-06-16
8821,158062569X,22058411,2020-09-23,2020-09-26
8822,449209377,369671,2018-03-15,2018-05-17
8823,373451652,32933643,2019-08-28,2019-09-12
8824,877739870,1240586,2022-01-05,2022-01-08
8825,28607163,34934005,2021-11-02,2021-11-21
8826,689871252,16227237,2020-08-29,2020-09-13
8827,821743848,31315168,2016-04-12,2016-05-14
8828,073290790X,6646365,2022-04-15,2022-06-29
8829,373765517,27060026,2015-07-27,2015-08-21
8830,4343859,4070025,2022-10-26,2022-12-12
8831,156103519X,8966368,2017-01-25,2017-02-09
8832,671877399,9607952,2021-05-29,2021-06-06
8833,60196602,17881553,2023-05-23,2023-07-03
8834,345394283,21488093,2022-06-21,2022-09-03
8835,080651583X,21816442,2016-04-29,2016-06-20
8836,448424290,22687481,2019-10-09,2019-11-13
8837,425059936,32764575,2023-01-06,2023-01-28
8838,399511814,1517917,2016-02-03,2016-02-09
8839,3405166217,8275331,2020-06-17,2020-07-02
8840,595227775,2789713,2015-08-05,2015-08-18
8841,830057560,19136921,2022-03-19,2022-05-26
8842,932194575,18587083,2022-02-02,2022-03-25
8843,891911650,33611988,2017-01-24,2017-03-25
8844,848300402X,31104180,2022-08-14,2022-10-15
8845,61060933,6074676,2016-02-08,2016-02-13
8846,807611247,29893519,2019-01-24,2019-02-17
8847,1887178449,8170276,2022-01-19,2022-03-25
8848,451523687,28587590,2017-04-17,2017-07-14
8849,671525557,16337106,2021-07-24,2021-08-31
8850,517037580,20541408,2017-12-04,2018-01-20
8851,2264029617,8340665,2018-05-25,2018-07-01
8852,2266111248,13526990,2016-09-10,2016-11-26
8853,60929510,24538208,2021-11-01,2021-12-02
8854,345359925,32377751,2020-10-23,2020-11-17
8855,1890208396,34806449,2023-12-20,2024-02-14
8856,3442449154,14036591,2015-10-27,2016-01-24
8857,689814321,36425863,2022-11-29,2023-02-23
8858,055328312X,31997308,2019-05-10,2019-07-15
8859,590849093,33521183,2016-04-04,2016-05-02
8860,039482167X,14808832,2019-05-24,2019-08-07
8861,345432223,13398340,2018-04-16,2018-06-07
8862,486251772,6385547,2020-01-19,2020-04-05
8863,690007582,35147457,2018-03-26,2018-06-23
8864,039540469X,12827123,2021-10-29,2021-11-27
8865,1569472416,13102409,2016-10-08,2016-10-22
8866,449909808,4839805,2020-01-29,2020-04-04
8867,440457165,7652929,2022-08-19,2022-10-01
8868,944641067,818451,2018-12-10,2019-02-11
8869,373286708,9551417,2023-04-20,2023-04-25
8870,553486314,26014359,2016-03-13,2016-04-06
8871,743448944,3838056,2021-01-10,2021-02-19
8872,385129483,23151066,2015-03-27,2015-04-03
8873,892212241,9410527,2020-07-04,2020-09-01
8874,64431436,9769423,2022-03-27,2022-06-20
8875,671675591,16368793,2020-07-22,2020-09-10
8876,802732127,8635762,2022-12-09,2023-02-21
8877,684824299,8472069,2020-05-18,2020-06-29
8878,330291157,11190701,2019-08-11,2019-08-14
8879,571143806,3760029,2018-08-17,2018-10-03
8880,373610637,6520350,2022-09-24,2022-10-04
8881,446404403,22148416,2021-09-26,2021-11-05
8882,425171493,28042536,2019-05-27,2019-08-02
8883,946609691,25810952,2021-12-07,2021-12-22
8884,312320876,12655465,2015-04-18,2015-05-08
8885,3785720599,8043824,2022-04-19,2022-06-04
8886,1581801998,4849266,2018-11-03,2018-12-13
8887,812542460,14041548,2016-10-20,2016-12-22
8888,802403557,10732197,2016-09-14,2016-10-23
8889,283995483,31149465,2016-09-15,2016-11-20
8890,553562428,10224557,2018-01-05,2018-02-11
8891,1580400523,30006988,2015-11-16,2015-12-05
8892,613225783,6188022,2019-12-01,2019-12-22
8893,590132822,10011009,2019-03-19,2019-04-12
8894,2213605769,36419291,2020-09-06,2020-09-24
8895,385190956,24857723,2016-04-13,2016-06-13
8896,671023241,36456829,2015-03-09,2015-06-03
8897,968327303,29833375,2016-01-29,2016-03-31
8898,1558748946,31016809,2022-01-02,2022-02-12
8899,903505460,30387218,2020-02-06,2020-02-23
8900,312422164,3363462,2016-02-25,2016-03-25
8901,155054848,34323711,2021-11-16,2021-11-29
8902,1551661586,30393194,2022-06-03,2022-08-31
8903,014045019X,7974235,2023-11-17,2024-02-08
8904,1879181185,24695406,2017-04-16,2017-05-29
8905,441002552,10340994,2018-09-25,2018-11-30
8906,743475739,7636280,2016-08-04,2016-09-18
8907,1885987013,4454538,2020-07-27,2020-08-24
8908,821769391,21762776,2018-01-30,2018-03-13
8909,553290762,34056679,2022-05-03,2022-05-27
8910,345329333,33310428,2021-02-27,2021-04-14
8911,2264021098,9765762,2016-09-22,2016-10-05
8912,60142243,7003788,2020-04-03,2020-04-14
8913,2226127062,2126576,2019-05-03,2019-06-20
8914,142300861,15326614,2019-02-12,2019-05-13
8915,61030155,15984590,2018-03-19,2018-06-06
8916,767904540,21289522,2016-10-07,2016-12-13
8917,62514253,4555241,2017-03-01,2017-03-18
8918,1551663023,26920890,2015-04-05,2015-06-30
8919,440147980,9349010,2021-08-04,2021-10-23
8920,1591821576,13961073,2018-03-17,2018-03-18
8921,8484320723,6554879,2017-02-15,2017-05-08
8922,451192028,22117971,2021-11-08,2022-01-18
8923,809229285,11322591,2019-05-13,2019-06-08
8924,689116543,8164253,2019-04-30,2019-06-15
8925,679730680,7002884,2023-10-19,2023-11-10
8926,8474448751,24114571,2022-09-06,2022-09-17
8927,8476000960,27693532,2019-02-16,2019-03-25
8928,441000525,30505732,2021-10-09,2021-11-07
8929,688137091,34344713,2023-03-31,2023-06-12
8930,395549701,12962482,2020-03-11,2020-04-05
8931,671677659,21996542,2019-09-22,2019-11-03
8932,188845136X,25541005,2019-02-20,2019-03-03
8933,618247270,36059155,2021-02-08,2021-04-29
8934,3931476480,20388056,2016-10-15,2016-11-03
8935,446612626,28671992,2022-09-04,2022-09-27
8936,898862922,34323697,2016-02-01,2016-03-12
8937,312924313,7378773,2019-03-10,2019-03-20
8938,1560987286,32427478,2016-09-07,2016-11-29
8939,312273185,21461901,2021-02-22,2021-03-24
8940,876055528,29904478,2019-01-29,2019-02-12
8941,671577905,5729530,2017-01-09,2017-03-28
8942,380699745,19307997,2015-10-13,2015-12-18
8943,899093809,32527273,2016-07-17,2016-08-10
8944,70304300,18123155,2023-05-27,2023-08-24
8945,816024022,23563112,2023-05-16,2023-06-28
8946,345312554,34453822,2018-03-14,2018-04-28
8947,385267789,7512240,2018-12-22,2019-02-15
8948,967356202,14149046,2017-01-31,2017-02-17
8949,140090150,18411446,2020-12-31,2021-03-19
8950,345453905,27010728,2016-03-20,2016-04-12
8951,61319120,26894687,2023-04-13,2023-06-26
8952,590440810,25449386,2016-05-01,2016-05-28
8953,749277319,19659617,2020-09-08,2020-10-16
8954,373763786,4643199,2015-05-10,2015-08-08
8955,671318934,31794109,2018-05-21,2018-06-14
8956,6379834,23576986,2022-09-14,2022-09-17
8957,312960379,36236767,2017-06-10,2017-08-01
8958,62502352,7534543,2021-01-22,2021-04-10
8959,2261820,23741304,2023-01-02,2023-01-12
8960,671544764,1003754,2023-08-02,2023-10-07
8961,201696967,33194789,2021-07-10,2021-09-24
8962,1557739579,33635511,2023-11-06,2023-11-13
8963,1592860478,22438519,2023-10-22,2024-01-01
8964,773753257,9415568,2023-08-27,2023-10-20
8965,3404143221,26828006,2018-12-13,2019-03-06
8966,1555466419,13217170,2019-09-13,2019-11-05
8967,446892920,14790550,2021-02-16,2021-03-29
8968,375404872,24868956,2020-07-15,2020-08-17
8969,1402573677,20314852,2017-07-04,2017-08-02
8970,038526321X,31225404,2023-04-26,2023-06-02
8971,671875795,3104652,2017-08-11,2017-10-15
8972,1555840043,7661020,2023-05-16,2023-06-13
8973,804819114,23527260,2018-03-14,2018-05-05
8974,553584197,16160621,2022-05-18,2022-07-09
8975,1582616108,34345976,2023-11-04,2023-11-23
8976,671834444,31913609,2021-03-22,2021-04-15
8977,671003933,11858737,2018-10-01,2018-10-10
8978,813116791,31670590,2019-12-08,2020-02-18
8979,486275728,2818471,2017-01-23,2017-04-23
8980,877843473,35461818,2021-01-29,2021-03-18
8981,3596267447,28312729,2023-01-29,2023-04-18
8982,8425333180,9132760,2015-07-28,2015-08-07
8983,762403012,22165957,2021-07-22,2021-10-08
8984,575075589,7561257,2015-06-17,2015-08-30
8985,821211315,23924218,2019-08-07,2019-08-12
8986,806968281,20331502,2017-01-22,2017-04-15
8987,749301694,21379957,2017-06-14,2017-09-06
8988,006093395X,25940097,2019-08-03,2019-09-10
8989,1570721971,31095373,2023-06-11,2023-07-08
8990,786814489,36372104,2023-08-25,2023-10-19
8991,91121000,3549478,2015-12-31,2016-01-09
8992,670876925,28669168,2016-11-11,2017-01-24
8993,002542730X,7330488,2020-02-28,2020-05-05
8994,764222295,19640913,2019-11-11,2019-12-03
8995,60932341,9919518,2016-08-19,2016-09-11
8996,231104588,7837347,2019-02-11,2019-04-24
8997,3805207255,4485286,2020-12-17,2021-03-14
8998,835604519,6638446,2022-11-25,2023-01-19
8999,441009050,9436311,2016-11-23,2017-01-22
9000,1853262269,36107501,2019-11-17,2019-12-13
9001,1583488006,35268488,2018-12-01,2018-12-09
9002,812541685,7872617,2019-05-14,2019-07-13
9003,860098060,28459032,2022-06-13,2022-08-03
9004,1558322116,21499536,2022-01-04,2022-01-07
9005,449207870,31216852,2016-04-01,2016-05-29
9006,399505210,32182464,2022-05-04,2022-07-23
9007,821742167,6479559,2015-07-06,2015-09-08
9008,460875299,11190831,2022-12-27,2023-02-24
9009,3462014994,30013315,2021-12-13,2022-02-28
9010,886773636,7798327,2021-03-10,2021-04-20
9011,055323143X,16086949,2023-05-06,2023-06-16
9012,60250615,26916746,2020-10-31,2020-11-06
9013,887059589,28897533,2016-08-10,2016-09-11
9014,312270933,28941808,2019-12-06,2020-01-23
9015,571198651,3101058,2016-06-06,2016-08-18
9016,373108214,1507845,2019-03-12,2019-04-06
9017,671556088,16087737,2019-02-28,2019-04-18
9018,037376359X,10944845,2015-01-04,2015-02-14
9019,1579901913,732624,2020-04-17,2020-06-15
9020,553264931,7050731,2015-11-13,2015-12-18
9021,718144538,11360407,2023-02-10,2023-03-25
9022,912141042,812057,2016-02-16,2016-03-31
9023,8420634573,24413589,2019-11-11,2019-12-17
9024,030723102X,36075404,2021-06-10,2021-08-21
9025,385261837,23218152,2015-05-31,2015-06-16
9026,679813489,2698984,2017-01-09,2017-03-26
9027,451452941,12286191,2020-01-20,2020-04-14
9028,553293257,23772252,2019-07-12,2019-07-31
9029,3442413443,2142130,2017-08-14,2017-09-26
9030,8426572499,673248,2018-07-24,2018-08-27
9031,1891442104,13208685,2016-06-09,2016-07-03
9032,3499197642,25937698,2023-10-06,2023-11-05
9033,449202704,16120794,2017-05-18,2017-06-13
9034,451186192,24351450,2020-08-26,2020-09-21
9035,679721916,7350310,2017-08-02,2017-10-02
9036,1555780032,23807257,2020-03-18,2020-04-29
9037,220337215X,7631233,2022-07-29,2022-09-17
9038,312321090,14482700,2023-10-31,2023-12-28
9039,472060325,13657030,2021-05-12,2021-07-23
9040,3404127951,3185489,2023-08-10,2023-08-24
9041,679641033,16161888,2016-01-03,2016-02-04
9042,3446176934,34770571,2020-01-30,2020-04-05
9043,3453864174,3717689,2020-10-18,2020-12-27
9044,762701862,1396458,2020-12-28,2021-03-23
9045,20291922,32113235,2017-11-08,2017-12-10
9046,505520796,31102513,2015-04-25,2015-05-01
9047,399214070,21098387,2023-02-18,2023-03-10
9048,803779496,19923377,2017-09-08,2017-11-19
9049,3442447011,1336984,2021-02-06,2021-03-30
9050,671026232,21983780,2021-03-10,2021-04-02
9051,1887166610,2381302,2021-07-24,2021-09-20
9052,553261991,28158237,2019-05-06,2019-06-10
9053,8474861020,17777286,2015-07-07,2015-08-14
9054,9676112275,36279106,2018-08-10,2018-10-18
9055,968617107,20889280,2015-01-06,2015-03-25
9056,312144237,11549676,2018-01-16,2018-03-03
9057,805055592,4404544,2018-04-12,2018-05-28
9058,1561447269,7933400,2021-08-19,2021-10-22
9059,741416956,12867950,2018-12-28,2019-02-12
9060,373168373,13017140,2015-11-11,2016-01-07
9061,096663666X,10015137,2023-02-18,2023-04-30
9062,312974205,15544672,2020-03-27,2020-04-28
9063,445207795,10002428,2021-05-09,2021-05-21
9064,786881585,25245882,2019-03-22,2019-05-26
9065,3596220742,13493546,2022-12-28,2023-01-21
9066,394563131,5718935,2021-09-09,2021-10-31
9067,440205131,10057854,2023-03-30,2023-05-07
9068,1582431159,12593389,2017-08-17,2017-09-26
9069,330026860,12778383,2021-06-01,2021-07-05
9070,3629002013,25316571,2020-05-09,2020-07-04
9071,865714711,31961126,2022-05-18,2022-08-03
9072,042518546X,8257585,2022-11-30,2023-02-28
9073,140421750,15436871,2018-02-27,2018-03-12
9074,3548601812,27278017,2021-12-13,2022-01-22
9075,037325931X,30066243,2021-12-27,2022-01-12
9076,312987609,23188871,2016-08-26,2016-08-30
9077,380702924,24232774,2018-08-09,2018-09-03
9078,804101108,18823774,2017-06-04,2017-08-14
9079,1572973498,24973698,2019-08-05,2019-08-29
9080,1891024043,33288485,2022-06-18,2022-09-08
9081,1565301498,21289758,2017-08-03,2017-08-20
9082,671646672,22088409,2021-10-14,2021-12-21
9083,2205043080,33362018,2016-03-19,2016-05-18
9084,440435706,27604258,2020-10-31,2021-01-17
9085,038089193X,8855930,2021-11-19,2022-02-16
9086,399514414,6627931,2016-08-22,2016-09-20
9087,3453119401,7717785,2016-04-20,2016-06-24
9088,373166346,21056691,2015-11-08,2016-01-19
9089,764807919,165461,2015-09-14,2015-12-12
9090,1414048688,31404481,2015-04-27,2015-06-08
9091,1559635770,27546831,2022-02-27,2022-04-11
9092,1561384135,19226980,2017-12-30,2018-02-21
9093,1840462493,17665016,2022-07-30,2022-08-09
9094,664326862,13270298,2016-03-30,2016-04-20
9095,500281505,10339835,2015-06-08,2015-08-07
9096,811801810,20898641,2022-11-11,2023-01-29
9097,380811073,24778310,2018-09-07,2018-10-25
9098,1852836016,34997345,2015-08-01,2015-10-29
9099,089283112X,20278184,2017-10-05,2017-12-01
9100,393312909,10117636,2017-12-20,2018-02-14
9101,312273088,13188552,2017-04-28,2017-06-10
9102,679416773,23062725,2022-10-26,2022-11-03
9103,3464310515,22569600,2019-03-11,2019-04-28
9104,2702400973,15314886,2020-04-14,2020-06-08
9105,3423130989,16276172,2017-09-24,2017-12-10
9106,811823555,11183567,2023-07-24,2023-07-30
9107,373116632,34621385,2023-11-29,2023-12-09
9108,722503016,6167683,2020-07-13,2020-09-04
9109,8421618024,4941141,2023-03-24,2023-03-31
9110,345310659,15508399,2019-04-27,2019-06-18
9111,380895161,18472494,2019-06-03,2019-08-18
9112,1859672981,11479334,2017-02-01,2017-02-06
9113,446392472,22274388,2016-03-13,2016-03-24
9114,470843713,100186,2023-04-18,2023-05-02
9115,671824848,16735848,2018-09-20,2018-11-18
9116,261102672,16403353,2023-05-23,2023-06-13
9117,3499222566,26036438,2017-03-27,2017-05-04
9118,3442445701,34717211,2023-07-17,2023-09-24
9119,517161834,11892476,2017-03-01,2017-03-16
9120,034538847X,19780958,2015-04-19,2015-05-01
9121,553055739,24913510,2019-03-12,2019-05-28
9122,082122042X,21755954,2020-03-21,2020-05-18
9123,345361822,20584207,2017-05-27,2017-08-16
9124,967240832,10534018,2016-01-10,2016-01-28
9125,140131558,12585015,2019-12-31,2020-03-10
9126,446500119,11984115,2020-06-08,2020-08-07
9127,425189945,19949138,2016-01-07,2016-02-23
9128,394723422,4909080,2023-09-01,2023-10-27
9129,157062531X,35768335,2020-12-08,2021-02-06
9130,805011854,11486601,2019-02-07,2019-04-26
9131,015114978X,13952269,2016-02-08,2016-03-18
9132,590259989,227715,2021-04-02,2021-05-24
9133,884590184X,9349950,2021-07-21,2021-07-28
9134,679729038,31852788,2022-03-31,2022-04-03
9135,471506605,35876621,2019-10-18,2019-12-13
9136,345410246,10069964,2021-10-04,2021-12-23
9137,671400614,11721727,2016-10-15,2016-11-11
9138,394755359,20874101,2018-04-02,2018-04-18
9139,037387233X,32350835,2022-03-16,2022-05-11
9140,1565121066,26257823,2022-08-17,2022-09-13
9141,312972997,18836337,2015-10-11,2015-12-21
9142,802448348,22401504,2015-08-25,2015-09-06
9143,345405609,30525680,2021-07-22,2021-09-05
9144,27003701,213272,2023-07-25,2023-09-02
9145,380776928,17625485,2016-06-08,2016-08-13
9146,1565925122,16960760,2021-06-29,2021-07-19
9147,515101230,21936073,2023-11-04,2024-01-10
9148,380815419,14945585,2020-12-14,2021-01-09
9149,140292942,19701809,2016-06-17,2016-07-19
9150,070892171X,29981213,2020-04-03,2020-07-01
9151,373059523,29416216,2015-09-25,2015-11-22
9152,1552850897,4978607,2023-01-08,2023-01-15
9153,385294360,15218299,2017-08-08,2017-08-27
9154,013920430X,33431978,2023-01-28,2023-02-23
9155,913175145,11837962,2016-07-04,2016-09-28
9156,345259157,31038347,2018-12-05,2019-01-18
9157,068480073X,437906,2019-12-11,2020-01-18
9158,075299977X,20362385,2016-07-06,2016-08-02
9159,1564765865,9370370,2015-01-19,2015-04-06
9160,380755890,21414821,2017-11-14,2017-12-10
9161,078531637X,35834284,2020-08-19,2020-11-04
9162,595207146,36351543,2018-05-13,2018-07-11
9163,943595592,6015754,2018-10-18,2018-12-09
9164,014012392X,2283143,2023-06-24,2023-07-01
9165,399126546,19673076,2018-04-27,2018-06-15
9166,2277221538,29359223,2021-12-17,2022-01-23
9167,786841834,24172522,2016-09-17,2016-12-02
9168,439633737,24287826,2019-11-28,2020-02-20
9169,1558740163,34485283,2020-01-20,2020-01-28
9170,840732112,21851390,2022-01-18,2022-01-25
9171,380709201,32035609,2020-04-13,2020-07-10
9172,425184668,657727,2019-02-23,2019-04-17
9173,8420604690,3469295,2020-04-21,2020-04-26
9174,380800799,5277117,2018-11-19,2019-02-04
9175,373107153,24162064,2016-04-26,2016-07-17
9176,679403558,12936207,2016-12-09,2017-02-22
9177,440940001,106647,2020-05-02,2020-05-22
9178,1569714363,34483426,2020-03-05,2020-03-22
9179,823204073,444171,2021-03-24,2021-05-24
9180,140441794,32844588,2018-09-30,2018-12-16
9181,553051822,16368541,2022-03-26,2022-04-14
9182,898798124,16613219,2015-06-24,2015-09-03
9183,061342333X,1398234,2023-01-14,2023-03-02
9184,340041358,34235450,2022-07-07,2022-08-14
9185,897323726,35507981,2019-04-19,2019-05-02
